"id","age","sex","y"
"7639","44","2","1"
"7640","53","1","1"
"7641","53","1","0"
"7642","25","2","0"
"7643","61","2","1"
"7644","35","1","0"
"7645","27","2","0"
"7646","70","1","1"
"7647","72","1","0"
"7648","67","1","1"
"7649","42","1","0"
"7650","48","1","0"
"7651","30","2","1"
"7652","48","2","1"
"7653","68","1","0"
"7654","57","1","1"
"7655","61","1","0"
"7656","55","2","1"
"7657","70","1","0"
"7658","48","2","1"
"7659","65","1","1"
"7660","42","1","1"
"7661","53","2","1"
"7662","60","1","1"
"7663","62","2","1"
"7664","47","1","0"
"7665","30","1","0"
"7666","48","2","1"
"7667","71","2","1"
"7668","70","2","1"
"7669","56","2","1"
"7670","48","1","0"
"7671","53","1","1"
"7672","43","1","1"
"7673","31","2","0"
"7674","66","2","1"
"7675","40","1","0"
"7676","41","1","0"
"7677","63","2","1"
"7678","54","1","0"
"7679","58","2","1"
"7680","47","2","1"
"7681","42","1","1"
"7682","47","2","0"
"7683","31","1","0"
"7684","51","1","0"
"7685","23","1","0"
"7686","57","1","1"
"7687","80","2","0"
"7688","29","1","0"
"7689","61","2","1"
"7690","77","1","0"
"7691","66","1","0"
"7692","77","1","1"
"7693","50","2","0"
"7694","56","1","0"
"7695","48","1","1"
"7696","53","1","1"
"7697","40","2","1"
"7698","79","2","1"
"7699","79","2","1"
"7700","77","1","1"
"7701","70","1","1"
"7702","36","1","0"
"7703","68","1","1"
"7704","35","1","0"
"7705","68","1","1"
"7706","37","1","0"
"7707","77","2","1"
"7708","78","1","1"
"7709","78","2","1"
"7710","78","1","1"
"7711","73","2","1"
"7712","54","2","0"
"7713","27","1","0"
"7714","70","1","1"
"7715","70","2","1"
"7716","63","2","1"
"7717","24","1","0"
"7718","27","2","0"
"7719","42","1","0"
"7720","48","1","0"
"7721","34","2","0"
"7722","66","1","1"
"7723","27","1","1"
"7724","36","2","1"
"7725","76","1","0"
"7726","74","2","1"
"7727","61","1","0"
"7728","63","2","1"
"7729","51","1","0"
"7730","47","2","0"
"7731","58","1","1"
"7732","71","1","0"
"7733","43","2","1"
"7734","40","1","1"
"7735","49","2","0"
"7736","45","2","0"
"7737","57","1","0"
"7738","69","1","0"
"7739","34","1","0"
"7740","62","2","1"
"7741","67","2","1"
"7742","71","2","1"
"7743","71","1","1"
"7744","65","1","0"
"7745","32","2","1"
"7746","63","2","1"
"7747","79","2","1"
"7748","67","1","0"
"7749","76","2","1"
"7750","41","1","1"
"7751","72","1","0"
"7752","39","1","0"
"7753","76","1","1"
"7754","66","1","0"
"7755","22","1","0"
"7756","69","2","1"
"7757","21","2","0"
"7758","56","2","1"
"7759","75","2","1"
"7760","69","2","1"
"7761","38","2","1"
"7762","24","2","1"
"7763","44","2","0"
"7764","66","1","1"
"7765","61","1","1"
"7766","27","1","1"
"7767","47","2","1"
"7768","76","1","1"
"7769","40","1","0"
"7770","70","2","1"
"7771","30","2","1"
"7772","39","1","0"
"7773","26","2","1"
"7774","48","1","1"
"7775","25","1","1"
"7776","77","1","1"
"7777","55","2","0"
"7778","79","1","1"
"7779","32","1","0"
"7780","22","1","0"
"7781","53","1","1"
"7782","59","1","1"
"7783","56","2","1"
"7784","25","2","1"
"7785","51","1","1"
"7786","40","2","0"
"7787","28","2","1"
"7788","60","1","1"
"7789","73","2","1"
"7790","48","2","1"
"7791","61","2","0"
"7792","78","2","1"
"7793","70","2","1"
"7794","35","2","0"
"7795","64","1","0"
"7796","73","2","1"
"7797","35","2","0"
"7798","52","2","1"
"7799","75","2","1"
"7800","79","2","1"
"7801","32","1","0"
"7802","22","1","0"
"7803","49","1","0"
"7804","40","1","0"
"7805","33","2","1"
"7806","22","1","0"
"7807","52","1","1"
"7808","54","2","1"
"7809","33","1","0"
"7810","40","1","0"
"7811","24","2","0"
"7812","38","1","0"
"7813","35","1","0"
"7814","42","1","0"
"7815","24","1","0"
"7816","34","1","0"
"7817","75","2","1"
"7818","73","1","0"
"7819","64","1","1"
"7820","78","1","1"
"7821","61","2","1"
"7822","48","2","1"
"7823","35","1","0"
"7824","68","1","0"
"7825","40","2","0"
"7826","32","1","0"
"7827","21","2","1"
"7828","47","2","0"
"7829","30","1","0"
"7830","51","1","1"
"7831","22","1","0"
"7832","57","2","1"
"7833","78","2","1"
"7834","80","2","1"
"7835","27","1","0"
"7836","51","2","1"
"7837","36","1","0"
"7838","63","2","1"
"7839","68","2","0"
"7840","71","1","0"
"7841","70","1","0"
"7842","57","2","1"
"7843","53","2","1"
"7844","73","2","1"
"7845","69","1","1"
"7846","44","1","1"
"7847","51","2","1"
"7848","43","1","1"
"7849","41","2","0"
"7850","55","1","0"
"7851","73","1","1"
"7852","62","2","0"
"7853","70","2","1"
"7854","23","1","1"
"7855","61","1","0"
"7856","39","2","1"
"7857","50","2","1"
"7858","54","1","1"
"7859","41","2","1"
"7860","22","2","0"
"7861","23","1","0"
"7862","28","1","0"
"7863","49","1","0"
"7864","24","2","1"
"7865","68","1","0"
"7866","72","2","1"
"7867","76","2","1"
"7868","24","2","1"
"7869","49","2","1"
"7870","34","1","0"
"7871","60","1","0"
"7872","61","2","1"
"7873","45","1","0"
"7874","78","1","1"
"7875","56","1","1"
"7876","25","2","1"
"7877","56","1","1"
"7878","67","1","0"
"7879","25","2","1"
"7880","24","1","0"
"7881","80","2","1"
"7882","72","2","1"
"7883","41","2","0"
"7884","25","2","0"
"7885","40","1","0"
"7886","47","2","1"
"7887","32","1","0"
"7888","59","2","1"
"7889","60","1","0"
"7890","43","1","0"
"7891","73","2","1"
"7892","38","2","0"
"7893","67","1","1"
"7894","24","2","1"
"7895","73","2","1"
"7896","39","2","1"
"7897","72","2","1"
"7898","45","1","0"
"7899","46","2","0"
"7900","74","1","1"
"7901","36","2","1"
"7902","54","1","0"
"7903","24","2","1"
"7904","54","1","0"
"7905","61","2","0"
"7906","62","1","0"
"7907","45","2","1"
"7908","21","1","1"
"7909","67","1","0"
"7910","75","1","1"
"7911","34","1","0"
"7912","41","1","1"
"7913","26","1","0"
"7914","41","2","1"
"7915","50","1","0"
"7916","47","1","0"
"7917","63","2","1"
"7918","35","1","0"
"7919","25","1","0"
"7920","59","2","1"
"7921","22","1","1"
"7922","30","1","0"
"7923","63","1","0"
"7924","28","1","1"
"7925","49","2","1"
"7926","79","1","1"
"7927","49","2","0"
"7928","46","1","0"
"7929","61","1","1"
"7930","29","1","0"
"7931","59","1","0"
"7932","68","2","1"
"7933","23","1","0"
"7934","67","1","0"
"7935","70","1","1"
"7936","68","1","1"
"7937","50","2","0"
"7938","24","1","0"
"7939","70","1","0"
"7940","78","2","1"
"7941","41","2","1"
"7942","68","1","1"
"7943","79","2","1"
"7944","52","1","0"
"7945","62","2","1"
"7946","75","2","1"
"7947","47","2","0"
"7948","50","2","0"
"7949","29","1","0"
"7950","31","2","1"
"7951","49","1","1"
"7952","73","2","1"
"7953","79","1","1"
"7954","35","2","0"
"7955","35","1","0"
"7956","49","2","0"
"7957","59","1","0"
"7958","69","2","1"
"7959","30","1","1"
"7960","37","2","1"
"7961","77","1","1"
"7962","74","2","1"
"7963","59","2","1"
"7964","51","1","0"
"7965","59","1","1"
"7966","63","2","1"
"7967","56","1","1"
"7968","69","2","1"
"7969","37","1","0"
"7970","78","1","1"
"7971","80","1","1"
"7972","26","1","1"
"7973","49","1","0"
"7974","25","2","0"
"7975","78","2","1"
"7976","57","2","1"
"7977","30","2","0"
"7978","74","1","1"
"7979","26","1","0"
"7980","63","1","0"
"7981","40","2","1"
"7982","47","2","1"
"7983","35","2","1"
"7984","73","2","1"
"7985","63","2","1"
"7986","76","1","0"
"7987","50","1","0"
"7988","61","2","1"
"7989","77","2","1"
"7990","60","2","1"
"7991","48","2","0"
"7992","39","2","1"
"7993","29","2","0"
"7994","67","2","1"
"7995","49","1","0"
"7996","22","2","0"
"7997","60","1","1"
"7998","39","2","0"
"7999","50","1","1"
"8000","55","1","1"
"8001","46","2","0"
"8002","41","1","1"
"8003","47","2","0"
"8004","32","1","0"
"8005","57","2","1"
"8006","50","1","1"
"8007","59","1","0"
"8008","62","2","1"
"8009","56","2","0"
"8010","70","2","1"
"8011","45","1","0"
"8012","52","1","1"
"8013","45","2","0"
"8014","50","1","0"
"8015","33","2","0"
"8016","53","1","1"
"8017","29","2","1"
"8018","24","1","0"
"8019","68","1","1"
"8020","72","1","0"
"8021","77","2","1"
"8022","31","2","1"
"8023","79","2","1"
"8024","46","1","0"
"8025","32","1","0"
"8026","58","1","0"
"8027","55","1","0"
"8028","79","1","0"
"8029","32","2","0"
"8030","21","1","0"
"8031","47","1","0"
"8032","34","1","0"
"8033","65","1","0"
"8034","26","1","0"
"8035","33","1","1"
"8036","65","2","1"
"8037","29","2","0"
"8038","48","2","0"
"8039","71","1","0"
"8040","71","2","1"
"8041","62","1","1"
"8042","79","2","1"
"8043","68","1","1"
"8044","22","2","1"
"8045","65","1","1"
"8046","58","2","1"
"8047","74","2","1"
"8048","59","1","1"
"8049","51","1","1"
"8050","57","1","1"
"8051","52","1","1"
"8052","68","1","1"
"8053","43","2","1"
"8054","52","2","1"
"8055","51","2","1"
"8056","77","2","1"
"8057","35","2","0"
"8058","42","2","0"
"8059","25","1","1"
"8060","35","1","0"
"8061","79","1","1"
"8062","33","1","0"
"8063","27","1","1"
"8064","72","1","1"
"8065","22","2","0"
"8066","51","2","1"
"8067","51","1","1"
"8068","78","2","0"
"8069","41","1","0"
"8070","66","1","0"
"8071","68","1","1"
"8072","64","2","1"
"8073","34","2","1"
"8074","75","1","1"
"8075","73","2","1"
"8076","64","1","1"
"8077","77","1","1"
"8078","53","1","0"
"8079","73","2","1"
"8080","69","1","1"
"8081","43","2","0"
"8082","47","2","1"
"8083","27","2","0"
"8084","32","2","0"
"8085","59","2","1"
"8086","58","1","0"
"8087","32","1","1"
"8088","27","2","1"
"8089","75","1","0"
"8090","37","1","0"
"8091","59","1","1"
"8092","45","2","0"
"8093","24","1","1"
"8094","25","1","0"
"8095","32","2","0"
"8096","62","2","0"
"8097","78","2","1"
"8098","65","1","1"
"8099","70","1","0"
"8100","73","2","1"
"8101","76","1","0"
"8102","80","2","1"
"8103","34","1","0"
"8104","25","1","0"
"8105","63","2","1"
"8106","41","1","0"
"8107","53","2","1"
"8108","61","2","1"
"8109","69","2","1"
"8110","23","2","1"
"8111","65","2","1"
"8112","55","1","1"
"8113","62","1","1"
"8114","63","2","1"
"8115","51","1","1"
"8116","42","2","1"
"8117","39","1","0"
"8118","47","2","0"
"8119","38","1","0"
"8120","27","1","1"
"8121","61","1","1"
"8122","26","1","0"
"8123","44","1","0"
"8124","63","1","1"
"8125","42","1","0"
"8126","61","2","1"
"8127","38","2","1"
"8128","45","1","0"
"8129","33","2","1"
"8130","65","1","0"
"8131","29","1","0"
"8132","46","2","0"
"8133","65","2","1"
"8134","45","2","1"
"8135","71","1","1"
"8136","21","2","0"
"8137","48","1","1"
"8138","38","2","1"
"8139","26","1","1"
"8140","55","2","1"
"8141","55","1","1"
"8142","31","2","0"
"8143","27","2","1"
"8144","21","1","0"
"8145","64","2","0"
"8146","56","2","1"
"8147","70","2","1"
"8148","43","1","0"
"8149","43","2","1"
"8150","63","2","1"
"8151","47","1","0"
"8152","28","1","0"
"8153","34","2","0"
"8154","66","2","1"
"8155","29","1","1"
"8156","46","1","1"
"8157","62","1","1"
"8158","31","2","0"
"8159","69","2","1"
"8160","54","2","1"
"8161","41","2","1"
"8162","24","1","0"
"8163","33","1","0"
"8164","70","2","1"
"8165","57","1","1"
"8166","52","2","0"
"8167","67","1","1"
"8168","40","1","0"
"8169","36","2","0"
"8170","41","2","0"
"8171","75","1","1"
"8172","54","1","0"
"8173","26","2","1"
"8174","62","1","0"
"8175","36","1","0"
"8176","29","1","1"
"8177","78","2","1"
"8178","47","1","1"
"8179","36","1","0"
"8180","79","1","1"
"8181","31","1","0"
"8182","74","1","0"
"8183","76","1","0"
"8184","22","1","1"
"8185","35","2","0"
"8186","32","2","1"
"8187","34","2","0"
"8188","51","1","0"
"8189","74","1","1"
"8190","78","1","1"
"8191","27","2","1"
"8192","60","2","1"
"8193","79","2","1"
"8194","75","1","1"
"8195","57","1","1"
"8196","39","1","0"
"8197","62","2","1"
"8198","56","2","1"
"8199","72","1","1"
"8200","53","1","1"
"8201","28","1","0"
"8202","78","2","1"
"8203","47","1","1"
"8204","42","2","1"
"8205","46","1","0"
"8206","23","1","0"
"8207","74","1","1"
"8208","44","1","1"
"8209","37","1","1"
"8210","32","1","0"
"8211","27","1","1"
"8212","78","1","0"
"8213","53","1","0"
"8214","67","1","1"
"8215","39","2","1"
"8216","32","2","1"
"8217","23","2","1"
"8218","57","1","0"
"8219","77","1","0"
"8220","73","2","1"
"8221","55","2","1"
"8222","34","2","1"
"8223","46","1","0"
"8224","46","1","0"
"8225","70","2","1"
"8226","72","1","0"
"8227","73","1","0"
"8228","66","1","1"
"8229","34","1","0"
"8230","68","1","1"
"8231","39","2","1"
"8232","32","1","0"
"8233","78","1","0"
"8234","39","1","0"
"8235","57","2","1"
"8236","27","1","0"
"8237","63","1","1"
"8238","34","2","0"
"8239","80","2","1"
"8240","39","1","0"
"8241","53","2","1"
"8242","69","2","1"
"8243","47","1","1"
"8244","67","2","1"
"8245","56","2","1"
"8246","56","2","1"
"8247","31","1","0"
"8248","26","2","1"
"8249","74","1","1"
"8250","37","1","0"
"8251","58","2","1"
"8252","42","1","0"
"8253","75","2","1"
"8254","51","2","1"
"8255","66","1","1"
"8256","41","2","1"
"8257","42","2","1"
"8258","67","2","1"
"8259","70","2","1"
"8260","69","1","1"
"8261","53","2","0"
"8262","38","2","0"
"8263","69","1","0"
"8264","32","2","1"
"8265","50","2","1"
"8266","75","2","1"
"8267","26","1","0"
"8268","61","1","1"
"8269","31","1","1"
"8270","69","1","1"
"8271","55","2","1"
"8272","45","1","0"
"8273","39","1","0"
"8274","38","1","0"
"8275","54","2","1"
"8276","74","2","1"
"8277","69","2","1"
"8278","42","1","0"
"8279","41","1","0"
"8280","61","2","1"
"8281","41","2","0"
"8282","61","2","1"
"8283","42","2","1"
"8284","65","1","0"
"8285","59","2","1"
"8286","21","1","0"
"8287","26","1","0"
"8288","45","1","0"
"8289","69","1","1"
"8290","71","1","0"
"8291","65","2","1"
"8292","36","1","1"
"8293","79","2","1"
"8294","29","2","1"
"8295","65","2","1"
"8296","42","1","1"
"8297","51","2","1"
"8298","51","2","1"
"8299","23","2","0"
"8300","57","1","1"
"8301","77","2","1"
"8302","73","1","1"
"8303","56","2","1"
"8304","41","2","1"
"8305","72","2","1"
"8306","42","1","0"
"8307","32","2","1"
"8308","72","2","1"
"8309","64","2","1"
"8310","25","2","0"
"8311","31","1","0"
"8312","60","1","0"
"8313","68","1","0"
"8314","78","1","1"
"8315","49","1","1"
"8316","48","2","0"
"8317","74","2","1"
"8318","27","1","1"
"8319","70","1","1"
"8320","71","2","1"
"8321","66","2","1"
"8322","37","1","0"
"8323","23","2","0"
"8324","42","2","0"
"8325","60","2","1"
"8326","36","1","0"
"8327","37","2","0"
"8328","55","2","1"
"8329","28","1","0"
"8330","70","2","0"
"8331","68","1","0"
"8332","48","2","1"
"8333","77","1","1"
"8334","41","1","0"
"8335","70","1","1"
"8336","29","1","0"
"8337","35","2","0"
"8338","65","2","1"
"8339","24","2","1"
"8340","79","2","1"
"8341","68","1","0"
"8342","23","2","0"
"8343","68","1","0"
"8344","72","1","0"
"8345","75","2","1"
"8346","78","1","1"
"8347","27","1","0"
"8348","57","1","0"
"8349","67","1","1"
"8350","24","1","0"
"8351","76","2","1"
"8352","52","1","0"
"8353","70","2","1"
"8354","53","2","1"
"8355","36","2","1"
"8356","59","2","1"
"8357","46","1","0"
"8358","34","2","1"
"8359","69","1","0"
"8360","46","2","1"
"8361","59","2","1"
"8362","78","1","0"
"8363","76","1","1"
"8364","63","1","1"
"8365","69","2","1"
"8366","75","1","0"
"8367","30","2","1"
"8368","23","2","1"
"8369","63","2","1"
"8370","47","1","0"
"8371","23","1","0"
"8372","73","1","1"
"8373","38","2","0"
"8374","66","1","0"
"8375","21","2","1"
"8376","63","2","1"
"8377","55","1","1"
"8378","65","2","1"
"8379","79","2","1"
"8380","60","2","1"
"8381","43","1","0"
"8382","75","1","0"
"8383","45","2","1"
"8384","38","1","0"
"8385","34","2","1"
"8386","37","2","0"
"8387","59","1","0"
"8388","47","1","0"
"8389","36","1","0"
"8390","75","1","1"
"8391","72","1","1"
"8392","54","1","1"
"8393","32","2","1"
"8394","36","1","1"
"8395","65","1","1"
"8396","77","1","1"
"8397","52","2","1"
"8398","65","1","1"
"8399","33","2","0"
"8400","65","1","1"
"8401","29","2","1"
"8402","45","1","0"
"8403","61","2","1"
"8404","30","1","0"
"8405","63","2","1"
"8406","26","2","1"
"8407","38","2","0"
"8408","32","1","0"
"8409","27","1","1"
"8410","76","2","1"
"8411","43","2","1"
"8412","26","2","1"
"8413","37","2","1"
"8414","30","1","1"
"8415","74","1","1"
"8416","23","2","0"
"8417","48","1","0"
"8418","31","1","0"
"8419","51","1","1"
"8420","23","1","1"
"8421","58","1","1"
"8422","22","1","0"
"8423","33","1","0"
"8424","79","2","1"
"8425","39","1","0"
"8426","57","1","0"
"8427","27","2","0"
"8428","60","2","1"
"8429","80","1","0"
"8430","80","1","0"
"8431","80","1","1"
"8432","21","1","0"
"8433","23","1","0"
"8434","32","1","0"
"8435","68","2","1"
"8436","45","2","1"
"8437","58","2","1"
"8438","77","1","0"
"8439","70","2","1"
"8440","38","1","0"
"8441","79","1","1"
"8442","24","2","1"
"8443","37","1","0"
"8444","33","2","1"
"8445","33","2","0"
"8446","47","1","0"
"8447","56","2","1"
"8448","59","2","1"
"8449","45","1","0"
"8450","28","1","0"
"8451","43","1","0"
"8452","50","1","0"
"8453","41","2","0"
"8454","36","1","1"
"8455","37","1","1"
"8456","53","2","1"
"8457","74","2","1"
"8458","75","1","0"
"8459","71","1","1"
"8460","50","2","1"
"8461","74","2","1"
"8462","23","2","1"
"8463","50","2","0"
"8464","41","2","1"
"8465","35","1","1"
"8466","29","1","0"
"8467","78","2","1"
"8468","48","1","1"
"8469","45","2","1"
"8470","59","1","1"
"8471","23","1","1"
"8472","32","1","0"
"8473","73","1","1"
"8474","68","2","1"
"8475","42","2","1"
"8476","45","1","0"
"8477","77","1","0"
"8478","50","2","1"
"8479","60","1","1"
"8480","69","1","1"
"8481","24","1","0"
"8482","70","1","1"
"8483","22","1","1"
"8484","56","2","0"
"8485","75","1","1"
"8486","69","1","0"
"8487","39","1","0"
"8488","25","2","1"
"8489","47","1","1"
"8490","23","1","0"
"8491","69","1","0"
"8492","78","2","1"
"8493","46","2","1"
"8494","31","2","0"
"8495","58","2","1"
"8496","57","2","1"
"8497","32","2","1"
"8498","28","1","0"
"8499","23","1","0"
"8500","67","2","1"
"8501","69","2","1"
"8502","64","2","1"
"8503","34","1","0"
"8504","75","2","1"
"8505","76","1","1"
"8506","74","1","0"
"8507","61","1","1"
"8508","61","2","1"
"8509","43","2","1"
"8510","70","1","0"
"8511","23","1","0"
"8512","62","2","1"
"8513","41","2","0"
"8514","59","2","1"
"8515","32","1","0"
"8516","22","2","1"
"8517","52","2","1"
"8518","53","2","1"
"8519","31","2","0"
"8520","34","1","0"
"8521","56","1","0"
"8522","37","2","1"
"8523","54","2","1"
"8524","23","1","0"
"8525","48","2","0"
"8526","31","2","0"
"8527","49","2","1"
"8528","73","2","1"
"8529","80","1","1"
"8530","40","2","1"
"8531","56","2","1"
"8532","24","2","0"
"8533","48","2","1"
"8534","28","2","0"
"8535","33","2","1"
"8536","63","1","1"
"8537","74","2","1"
"8538","41","2","1"
"8539","24","1","0"
"8540","36","1","1"
"8541","25","1","1"
"8542","58","1","0"
"8543","74","1","0"
"8544","57","2","1"
"8545","42","2","1"
"8546","76","2","1"
"8547","57","2","1"
"8548","37","2","0"
"8549","51","1","0"
"8550","64","1","0"
"8551","26","1","0"
"8552","37","1","0"
"8553","28","2","1"
"8554","66","2","1"
"8555","48","1","0"
"8556","79","1","0"
"8557","54","1","0"
"8558","71","2","1"
"8559","54","1","1"
"8560","34","1","0"
"8561","47","1","0"
"8562","53","1","1"
"8563","45","2","0"
"8564","45","2","1"
"8565","68","2","1"
"8566","68","1","1"
"8567","55","1","0"
"8568","50","2","0"
"8569","62","2","1"
"8570","23","1","0"
"8571","25","1","0"
"8572","37","1","0"
"8573","29","2","0"
"8574","74","1","0"
"8575","24","1","1"
"8576","56","2","1"
"8577","69","1","1"
"8578","37","2","0"
"8579","76","2","1"
"8580","72","1","1"
"8581","50","2","0"
"8582","72","1","1"
"8583","71","2","1"
"8584","60","2","1"
"8585","66","1","1"
"8586","68","1","1"
"8587","64","2","1"
"8588","35","1","0"
"8589","22","2","1"
"8590","43","2","1"
"8591","70","2","1"
"8592","24","1","1"
"8593","64","2","1"
"8594","50","1","0"
"8595","38","2","1"
"8596","79","1","0"
"8597","21","2","1"
"8598","26","2","0"
"8599","47","2","1"
"8600","74","2","1"
"8601","33","1","1"
"8602","38","2","1"
"8603","72","1","0"
"8604","48","1","0"
"8605","61","2","1"
"8606","24","2","1"
"8607","32","1","1"
"8608","68","1","1"
"8609","48","2","0"
"8610","71","1","0"
"8611","72","1","0"
"8612","70","2","1"
"8613","51","2","1"
"8614","24","2","1"
"8615","65","2","1"
"8616","54","1","1"
"8617","55","2","1"
"8618","32","2","1"
"8619","32","1","0"
"8620","44","1","0"
"8621","46","2","0"
"8622","76","2","1"
"8623","45","2","1"
"8624","33","1","0"
"8625","68","1","0"
"8626","44","1","0"
"8627","53","2","1"
"8628","53","2","1"
"8629","25","1","0"
"8630","66","2","1"
"8631","54","1","0"
"8632","53","2","1"
"8633","80","1","0"
"8634","44","1","0"
"8635","76","2","1"
"8636","49","2","0"
"8637","56","2","1"
"8638","52","1","0"
"8639","73","2","1"
"8640","70","1","1"
"8641","52","2","1"
"8642","29","1","0"
"8643","28","1","0"
"8644","30","2","0"
"8645","45","1","0"
"8646","54","2","1"
"8647","58","1","0"
"8648","47","2","0"
"8649","39","1","0"
"8650","33","1","0"
"8651","26","1","0"
"8652","68","1","1"
"8653","66","1","1"
"8654","47","1","1"
"8655","74","1","1"
"8656","32","1","1"
"8657","33","2","0"
"8658","48","2","0"
"8659","63","1","0"
"8660","29","1","0"
"8661","56","2","1"
"8662","52","1","0"
"8663","73","2","1"
"8664","71","2","1"
"8665","54","1","0"
"8666","35","2","1"
"8667","50","2","1"
"8668","68","1","0"
"8669","48","2","1"
"8670","76","2","1"
"8671","39","1","0"
"8672","62","1","0"
"8673","54","1","0"
"8674","63","2","1"
"8675","73","2","1"
"8676","38","1","1"
"8677","68","2","1"
"8678","28","2","0"
"8679","34","2","0"
"8680","64","2","1"
"8681","80","2","0"
"8682","67","2","1"
"8683","76","1","0"
"8684","37","2","1"
"8685","57","2","1"
"8686","36","1","0"
"8687","46","2","0"
"8688","41","2","1"
"8689","46","2","1"
"8690","26","2","0"
"8691","30","1","0"
"8692","51","1","1"
"8693","25","1","0"
"8694","71","2","1"
"8695","23","2","0"
"8696","56","1","0"
"8697","74","1","0"
"8698","64","2","1"
"8699","77","1","1"
"8700","55","2","1"
"8701","21","1","1"
"8702","39","2","0"
"8703","51","1","1"
"8704","59","2","1"
"8705","63","2","1"
"8706","56","2","1"
"8707","70","2","1"
"8708","42","1","0"
"8709","38","1","0"
"8710","43","1","0"
"8711","23","2","0"
"8712","24","1","0"
"8713","27","1","1"
"8714","44","2","0"
"8715","60","2","1"
"8716","30","2","1"
"8717","65","2","1"
"8718","38","1","0"
"8719","31","1","0"
"8720","78","2","1"
"8721","42","1","1"
"8722","73","1","1"
"8723","42","2","1"
"8724","26","1","0"
"8725","44","2","0"
"8726","64","2","1"
"8727","45","2","1"
"8728","74","2","1"
"8729","38","1","1"
"8730","63","2","1"
"8731","62","1","0"
"8732","43","2","1"
"8733","66","1","0"
"8734","60","2","1"
"8735","24","2","0"
"8736","35","2","0"
"8737","24","1","0"
"8738","53","2","1"
"8739","52","2","1"
"8740","23","1","0"
"8741","54","1","0"
"8742","63","1","1"
"8743","73","2","1"
"8744","39","1","1"
"8745","72","2","1"
"8746","44","2","0"
"8747","42","1","0"
"8748","56","1","1"
"8749","74","1","1"
"8750","66","2","0"
"8751","25","2","0"
"8752","26","2","0"
"8753","35","1","0"
"8754","74","2","1"
"8755","67","1","0"
"8756","35","2","0"
"8757","70","2","1"
"8758","48","1","1"
"8759","67","1","1"
"8760","53","2","1"
"8761","42","2","1"
"8762","31","2","0"
"8763","68","2","1"
"8764","48","2","0"
"8765","74","1","1"
"8766","27","2","1"
"8767","69","1","0"
"8768","65","2","1"
"8769","41","2","0"
"8770","45","2","0"
"8771","23","2","1"
"8772","79","1","1"
"8773","66","2","0"
"8774","73","2","1"
"8775","28","2","1"
"8776","75","2","1"
"8777","35","2","1"
"8778","49","1","0"
"8779","59","2","1"
"8780","67","2","0"
"8781","21","1","0"
"8782","60","1","0"
"8783","36","2","1"
"8784","41","2","1"
"8785","75","2","1"
"8786","52","1","1"
"8787","75","1","1"
"8788","78","1","0"
"8789","27","2","1"
"8790","57","1","1"
"8791","66","1","1"
"8792","77","1","1"
"8793","50","1","0"
"8794","55","1","1"
"8795","46","1","0"
"8796","44","2","1"
"8797","59","2","1"
"8798","25","2","1"
"8799","46","2","0"
"8800","74","2","1"
"8801","32","2","0"
"8802","38","2","0"
"8803","71","1","1"
"8804","46","2","1"
"8805","51","1","0"
"8806","40","1","1"
"8807","27","1","0"
"8808","52","1","1"
"8809","39","2","0"
"8810","79","1","1"
"8811","21","2","0"
"8812","24","2","1"
"8813","34","2","0"
"8814","77","2","1"
"8815","29","2","1"
"8816","67","1","0"
"8817","49","1","0"
"8818","25","1","0"
"8819","73","1","0"
"8820","35","2","0"
"8821","51","2","1"
"8822","69","2","1"
"8823","54","1","0"
"8824","44","1","1"
"8825","36","1","0"
"8826","29","1","0"
"8827","72","1","0"
"8828","77","1","0"
"8829","30","2","0"
"8830","74","2","1"
"8831","24","2","1"
"8832","53","2","1"
"8833","56","1","1"
"8834","42","1","0"
"8835","77","1","1"
"8836","61","2","1"
"8837","52","1","0"
"8838","58","1","0"
"8839","52","2","1"
"8840","66","1","1"
"8841","35","1","0"
"8842","75","2","1"
"8843","70","1","0"
"8844","47","2","1"
"8845","61","1","1"
"8846","25","1","0"
"8847","41","1","0"
"8848","49","1","1"
"8849","44","1","1"
"8850","50","2","0"
"8851","38","2","1"
"8852","78","2","1"
"8853","79","2","1"
"8854","23","1","0"
"8855","32","1","0"
"8856","69","1","1"
"8857","51","1","0"
"8858","28","2","1"
"8859","23","1","0"
"8860","72","1","1"
"8861","33","2","1"
"8862","46","2","1"
"8863","51","1","1"
"8864","35","1","0"
"8865","62","1","0"
"8866","67","2","1"
"8867","68","1","1"
"8868","57","2","1"
"8869","61","1","1"
"8870","54","1","0"
"8871","68","1","1"
"8872","37","2","1"
"8873","78","2","1"
"8874","79","1","1"
"8875","26","1","0"
"8876","45","1","0"
"8877","71","2","1"
"8878","78","2","1"
"8879","37","1","0"
"8880","49","1","0"
"8881","55","2","1"
"8882","47","1","0"
"8883","51","1","1"
"8884","33","1","1"
"8885","51","1","0"
"8886","75","1","1"
"8887","25","1","0"
"8888","58","2","1"
"8889","72","1","1"
"8890","49","1","0"
"8891","65","2","1"
"8892","42","1","0"
"8893","53","1","1"
"8894","58","1","1"
"8895","51","2","1"
"8896","59","1","0"
"8897","63","2","1"
"8898","56","1","1"
"8899","73","2","1"
"8900","57","1","1"
"8901","44","2","0"
"8902","28","2","1"
"8903","46","1","0"
"8904","65","1","0"
"8905","47","1","0"
"8906","79","2","1"
"8907","54","1","1"
"8908","73","2","1"
"8909","63","1","1"
